# 1 Minute Academy topics catalog
# Generated: 2026-01-01T00:00:01.000Z
# Site: http://localhost:5173
# Format: TSV
id	title	description	url	subject	subcategory	is_free	updatedAt
negotiation--negotiation-fundamentals--t-planning-your-concessions	Planning Your Concessions	Learn Planning Your Concessions in one minute.	http://localhost:5173/topic/negotiation--negotiation-fundamentals--t-planning-your-concessions	Negotiation	Negotiation Fundamentals	pro	2026-01-01T00:00:01.000Z
negotiation--negotiation-fundamentals--t-positions-vs-interests	Positions vs. Interests	A quick, practical guide to Positions vs. Interests.	http://localhost:5173/topic/negotiation--negotiation-fundamentals--t-positions-vs-interests	Negotiation	Negotiation Fundamentals	pro	2026-01-01T00:00:01.000Z
negotiation--negotiation-fundamentals--t-post-settlement-settlements	Post-Settlement Settlements	Learn Post-Settlement Settlements in one minute.	http://localhost:5173/topic/negotiation--negotiation-fundamentals--t-post-settlement-settlements	Negotiation	Negotiation Fundamentals	pro	2026-01-01T00:00:01.000Z
negotiation--negotiation-fundamentals--t-power-imbalances	Power Imbalances	A fast breakdown of Power Imbalances for builders.	http://localhost:5173/topic/negotiation--negotiation-fundamentals--t-power-imbalances	Negotiation	Negotiation Fundamentals	pro	2026-01-01T00:00:01.000Z
negotiation--negotiation-fundamentals--t-reading-body-language	Reading Body Language	A micro-lesson that makes Reading Body Language usable.	http://localhost:5173/topic/negotiation--negotiation-fundamentals--t-reading-body-language	Negotiation	Negotiation Fundamentals	pro	2026-01-01T00:00:01.000Z
negotiation--negotiation-fundamentals--t-researching-the-other-side	Researching the Other Side	A short lesson to help you apply Researching the Other Side.	http://localhost:5173/topic/negotiation--negotiation-fundamentals--t-researching-the-other-side	Negotiation	Negotiation Fundamentals	pro	2026-01-01T00:00:01.000Z
negotiation--negotiation-fundamentals--t-setting-your-reservation-price	Setting Your Reservation Price	A tiny lesson with a big payoff: Setting Your Reservation Price.	http://localhost:5173/topic/negotiation--negotiation-fundamentals--t-setting-your-reservation-price	Negotiation	Negotiation Fundamentals	pro	2026-01-01T00:00:01.000Z
negotiation--negotiation-fundamentals--t-the-80-20-rule-of-prep	The 80/20 Rule of Prep	A 60-second lesson on The 80/20 Rule of Prep.	http://localhost:5173/topic/negotiation--negotiation-fundamentals--t-the-80-20-rule-of-prep	Negotiation	Negotiation Fundamentals	free	2026-01-01T00:00:01.000Z
negotiation--negotiation-fundamentals--t-the-ethics-of-bluffing	The Ethics of Bluffing	A quick, practical guide to The Ethics of Bluffing.	http://localhost:5173/topic/negotiation--negotiation-fundamentals--t-the-ethics-of-bluffing	Negotiation	Negotiation Fundamentals	free	2026-01-01T00:00:01.000Z
negotiation--negotiation-fundamentals--t-the-everyday-negotiator	The Everyday Negotiator	A 1-minute de-risking session on The Everyday Negotiator.	http://localhost:5173/topic/negotiation--negotiation-fundamentals--t-the-everyday-negotiator	Negotiation	Negotiation Fundamentals	free	2026-01-01T00:00:01.000Z
negotiation--negotiation-fundamentals--t-the-nibble-small-asks-after-the-deal	The Nibble — Small Asks After the Deal	One-minute skill: The Nibble — Small Asks After the Deal.	http://localhost:5173/topic/negotiation--negotiation-fundamentals--t-the-nibble-small-asks-after-the-deal	Negotiation	Negotiation Fundamentals	pro	2026-01-01T00:00:01.000Z
negotiation--negotiation-fundamentals--t-the-power-of-silence	The Power of Silence	Learn The Power of Silence in one minute.	http://localhost:5173/topic/negotiation--negotiation-fundamentals--t-the-power-of-silence	Negotiation	Negotiation Fundamentals	pro	2026-01-01T00:00:01.000Z
negotiation--negotiation-fundamentals--t-the-power-of-walking-away	The Power of Walking Away	A 60-second lesson on The Power of Walking Away.	http://localhost:5173/topic/negotiation--negotiation-fundamentals--t-the-power-of-walking-away	Negotiation	Negotiation Fundamentals	pro	2026-01-01T00:00:01.000Z
negotiation--negotiation-fundamentals--t-the-zone-of-possible-agreement	The Zone of Possible Agreement	A fast breakdown of The Zone of Possible Agreement for builders.	http://localhost:5173/topic/negotiation--negotiation-fundamentals--t-the-zone-of-possible-agreement	Negotiation	Negotiation Fundamentals	pro	2026-01-01T00:00:01.000Z
negotiation--negotiation-fundamentals--t-when-the-other-side-lies	When the Other Side Lies	One-minute skill: When the Other Side Lies.	http://localhost:5173/topic/negotiation--negotiation-fundamentals--t-when-the-other-side-lies	Negotiation	Negotiation Fundamentals	pro	2026-01-01T00:00:01.000Z
negotiation--negotiation-fundamentals--t-win-win-vs-win-lose	Win-Win vs. Win-Lose	A quick, practical guide to Win-Win vs. Win-Lose.	http://localhost:5173/topic/negotiation--negotiation-fundamentals--t-win-win-vs-win-lose	Negotiation	Negotiation Fundamentals	pro	2026-01-01T00:00:01.000Z
negotiation--power-and-leverage--t-anchoring-who-sets-the-number-wins	Anchoring — Who Sets the Number Wins	Learn Anchoring — Who Sets the Number Wins in one minute.	http://localhost:5173/topic/negotiation--power-and-leverage--t-anchoring-who-sets-the-number-wins	Negotiation	Power & Leverage	free	2026-01-01T00:00:01.000Z
negotiation--power-and-leverage--t-building-coalitions-before-the-meeting	Building Coalitions Before the Meeting	A tiny lesson with a big payoff: Building Coalitions Before the Meeting.	http://localhost:5173/topic/negotiation--power-and-leverage--t-building-coalitions-before-the-meeting	Negotiation	Power & Leverage	pro	2026-01-01T00:00:01.000Z
negotiation--power-and-leverage--t-consumer-vs-corporation	Consumer vs. Corporation	A short lesson to help you apply Consumer vs. Corporation.	http://localhost:5173/topic/negotiation--power-and-leverage--t-consumer-vs-corporation	Negotiation	Power & Leverage	pro	2026-01-01T00:00:01.000Z
negotiation--power-and-leverage--t-creating-competition-for-your-offer	Creating Competition for Your Offer	A fast breakdown of Creating Competition for Your Offer for builders.	http://localhost:5173/topic/negotiation--power-and-leverage--t-creating-competition-for-your-offer	Negotiation	Power & Leverage	pro	2026-01-01T00:00:01.000Z
negotiation--power-and-leverage--t-david-vs-goliath-negotiating-from-weakness	David vs. Goliath — Negotiating from Weakness	Learn David vs. Goliath — Negotiating from Weakness in one minute.	http://localhost:5173/topic/negotiation--power-and-leverage--t-david-vs-goliath-negotiating-from-weakness	Negotiation	Power & Leverage	free	2026-01-01T00:00:01.000Z
negotiation--power-and-leverage--t-employee-vs-employer-salary-negotiation	Employee vs. Employer — Salary Negotiation	A quick, practical guide to Employee vs. Employer — Salary Negotiation.	http://localhost:5173/topic/negotiation--power-and-leverage--t-employee-vs-employer-salary-negotiation	Negotiation	Power & Leverage	pro	2026-01-01T00:00:01.000Z
negotiation--power-and-leverage--t-framing-your-ideas-for-leadership	Framing Your Ideas for Leadership	A micro-lesson that makes Framing Your Ideas for Leadership usable.	http://localhost:5173/topic/negotiation--power-and-leverage--t-framing-your-ideas-for-leadership	Negotiation	Power & Leverage	pro	2026-01-01T00:00:01.000Z
negotiation--power-and-leverage--t-freelancer-vs-client-setting-your-rate	Freelancer vs. Client — Setting Your Rate	A short lesson to help you apply Freelancer vs. Client — Setting Your Rate.	http://localhost:5173/topic/negotiation--power-and-leverage--t-freelancer-vs-client-setting-your-rate	Negotiation	Power & Leverage	pro	2026-01-01T00:00:01.000Z
negotiation--power-and-leverage--t-gatekeepers-the-hidden-power-players	Gatekeepers — The Hidden Power Players	One-minute skill: Gatekeepers — The Hidden Power Players.	http://localhost:5173/topic/negotiation--power-and-leverage--t-gatekeepers-the-hidden-power-players	Negotiation	Power & Leverage	pro	2026-01-01T00:00:01.000Z
negotiation--power-and-leverage--t-information-as-power	Information as Power	A 1-minute de-risking session on Information as Power.	http://localhost:5173/topic/negotiation--power-and-leverage--t-information-as-power	Negotiation	Power & Leverage	pro	2026-01-01T00:00:01.000Z
negotiation--power-and-leverage--t-legitimate-power-authority-and-norms	Legitimate Power — Authority and Norms	A 1-minute de-risking session on Legitimate Power — Authority and Norms.	http://localhost:5173/topic/negotiation--power-and-leverage--t-legitimate-power-authority-and-norms	Negotiation	Power & Leverage	pro	2026-01-01T00:00:01.000Z
negotiation--power-and-leverage--t-negotiating-up-influencing-without-authority	Negotiating Up — Influencing Without Authority	A short lesson to help you apply Negotiating Up — Influencing Without Authority.	http://localhost:5173/topic/negotiation--power-and-leverage--t-negotiating-up-influencing-without-authority	Negotiation	Power & Leverage	pro	2026-01-01T00:00:01.000Z
negotiation--power-and-leverage--t-organizational-politics-as-negotiation	Organizational Politics as Negotiation	A 1-minute de-risking session on Organizational Politics as Negotiation.	http://localhost:5173/topic/negotiation--power-and-leverage--t-organizational-politics-as-negotiation	Negotiation	Power & Leverage	free	2026-01-01T00:00:01.000Z
negotiation--power-and-leverage--t-power-and-long-term-relationships	Power and Long-Term Relationships	A 1-minute de-risking session on Power and Long-Term Relationships.	http://localhost:5173/topic/negotiation--power-and-leverage--t-power-and-long-term-relationships	Negotiation	Power & Leverage	pro	2026-01-01T00:00:01.000Z
negotiation--power-and-leverage--t-reading-the-room-power-dynamics	Reading the Room — Power Dynamics	A micro-lesson that makes Reading the Room — Power Dynamics usable.	http://localhost:5173/topic/negotiation--power-and-leverage--t-reading-the-room-power-dynamics	Negotiation	Power & Leverage	pro	2026-01-01T00:00:01.000Z
negotiation--power-and-leverage--t-referent-power-the-likeability-factor	Referent Power — The Likeability Factor	A micro-lesson that makes Referent Power — The Likeability Factor usable.	http://localhost:5173/topic/negotiation--power-and-leverage--t-referent-power-the-likeability-factor	Negotiation	Power & Leverage	pro	2026-01-01T00:00:01.000Z
negotiation--power-and-leverage--t-strategic-concessions	Strategic Concessions	A quick win: understand Strategic Concessions.	http://localhost:5173/topic/negotiation--power-and-leverage--t-strategic-concessions	Negotiation	Power & Leverage	pro	2026-01-01T00:00:01.000Z
negotiation--power-and-leverage--t-strategic-information-sharing	Strategic Information Sharing	A quick win: understand Strategic Information Sharing.	http://localhost:5173/topic/negotiation--power-and-leverage--t-strategic-information-sharing	Negotiation	Power & Leverage	pro	2026-01-01T00:00:01.000Z
negotiation--power-and-leverage--t-strengthening-your-batna	Strengthening Your BATNA	A short lesson to help you apply Strengthening Your BATNA.	http://localhost:5173/topic/negotiation--power-and-leverage--t-strengthening-your-batna	Negotiation	Power & Leverage	free	2026-01-01T00:00:01.000Z
negotiation--power-and-leverage--t-tenant-vs-landlord-power-dynamics	Tenant vs. Landlord Power Dynamics	A quick win: understand Tenant vs. Landlord Power Dynamics.	http://localhost:5173/topic/negotiation--power-and-leverage--t-tenant-vs-landlord-power-dynamics	Negotiation	Power & Leverage	pro	2026-01-01T00:00:01.000Z
negotiation--power-and-leverage--t-the-flinch-reacting-to-the-first-offer	The Flinch — Reacting to the First Offer	A fast breakdown of The Flinch — Reacting to the First Offer for builders.	http://localhost:5173/topic/negotiation--power-and-leverage--t-the-flinch-reacting-to-the-first-offer	Negotiation	Power & Leverage	pro	2026-01-01T00:00:01.000Z
negotiation--power-and-leverage--t-the-negotiator-s-code	The Negotiator's Code	Learn The Negotiator's Code in one minute.	http://localhost:5173/topic/negotiation--power-and-leverage--t-the-negotiator-s-code	Negotiation	Power & Leverage	pro	2026-01-01T00:00:01.000Z
negotiation--power-and-leverage--t-the-power-of-preparation	The Power of Preparation	A quick, practical guide to The Power of Preparation.	http://localhost:5173/topic/negotiation--power-and-leverage--t-the-power-of-preparation	Negotiation	Power & Leverage	pro	2026-01-01T00:00:01.000Z
negotiation--power-and-leverage--t-the-responsibility-of-the-stronger-party	The Responsibility of the Stronger Party	Learn The Responsibility of the Stronger Party in one minute.	http://localhost:5173/topic/negotiation--power-and-leverage--t-the-responsibility-of-the-stronger-party	Negotiation	Power & Leverage	pro	2026-01-01T00:00:01.000Z
negotiation--power-and-leverage--t-time-as-a-weapon	Time as a Weapon	A micro-lesson that makes Time as a Weapon usable.	http://localhost:5173/topic/negotiation--power-and-leverage--t-time-as-a-weapon	Negotiation	Power & Leverage	pro	2026-01-01T00:00:01.000Z
negotiation--power-and-leverage--t-transparency-vs-strategic-advantage	Transparency vs. Strategic Advantage	A short lesson to help you apply Transparency vs. Strategic Advantage.	http://localhost:5173/topic/negotiation--power-and-leverage--t-transparency-vs-strategic-advantage	Negotiation	Power & Leverage	pro	2026-01-01T00:00:01.000Z
negotiation--power-and-leverage--t-union-negotiations-collective-power	Union Negotiations — Collective Power	A short lesson to help you apply Union Negotiations — Collective Power.	http://localhost:5173/topic/negotiation--power-and-leverage--t-union-negotiations-collective-power	Negotiation	Power & Leverage	pro	2026-01-01T00:00:01.000Z
negotiation--power-and-leverage--t-using-silence-as-power	Using Silence as Power	A short lesson to help you apply Using Silence as Power.	http://localhost:5173/topic/negotiation--power-and-leverage--t-using-silence-as-power	Negotiation	Power & Leverage	pro	2026-01-01T00:00:01.000Z
negotiation--power-and-leverage--t-what-is-negotiation-power	What Is Negotiation Power?	A quick, practical guide to What Is Negotiation Power?.	http://localhost:5173/topic/negotiation--power-and-leverage--t-what-is-negotiation-power	Negotiation	Power & Leverage	free	2026-01-01T00:00:01.000Z
negotiation--power-and-leverage--t-when-power-becomes-coercion	When Power Becomes Coercion	A fast breakdown of When Power Becomes Coercion for builders.	http://localhost:5173/topic/negotiation--power-and-leverage--t-when-power-becomes-coercion	Negotiation	Power & Leverage	free	2026-01-01T00:00:01.000Z
negotiation--the-psychology-of-persuasion--t-anchoring-bias	Anchoring Bias	A quick, practical guide to Anchoring Bias.	http://localhost:5173/topic/negotiation--the-psychology-of-persuasion--t-anchoring-bias	Negotiation	The Psychology of Persuasion	free	2026-01-01T00:00:01.000Z
negotiation--the-psychology-of-persuasion--t-building-credibility-fast	Building Credibility Fast	A quick win: understand Building Credibility Fast.	http://localhost:5173/topic/negotiation--the-psychology-of-persuasion--t-building-credibility-fast	Negotiation	The Psychology of Persuasion	pro	2026-01-01T00:00:01.000Z
negotiation--the-psychology-of-persuasion--t-confirmation-bias	Confirmation Bias	A short lesson to help you apply Confirmation Bias.	http://localhost:5173/topic/negotiation--the-psychology-of-persuasion--t-confirmation-bias	Negotiation	The Psychology of Persuasion	pro	2026-01-01T00:00:01.000Z
negotiation--the-psychology-of-persuasion--t-decision-fatigue	Decision Fatigue	A quick win: understand Decision Fatigue.	http://localhost:5173/topic/negotiation--the-psychology-of-persuasion--t-decision-fatigue	Negotiation	The Psychology of Persuasion	pro	2026-01-01T00:00:01.000Z
negotiation--the-psychology-of-persuasion--t-empathy-as-a-tactical-tool	Empathy as a Tactical Tool	A fast breakdown of Empathy as a Tactical Tool for builders.	http://localhost:5173/topic/negotiation--the-psychology-of-persuasion--t-empathy-as-a-tactical-tool	Negotiation	The Psychology of Persuasion	pro	2026-01-01T00:00:01.000Z
negotiation--the-psychology-of-persuasion--t-gain-frames-vs-loss-frames	Gain Frames vs. Loss Frames	A short lesson to help you apply Gain Frames vs. Loss Frames.	http://localhost:5173/topic/negotiation--the-psychology-of-persuasion--t-gain-frames-vs-loss-frames	Negotiation	The Psychology of Persuasion	free	2026-01-01T00:00:01.000Z
negotiation--the-psychology-of-persuasion--t-gaslighting-at-the-table	Gaslighting at the Table	Learn Gaslighting at the Table in one minute.	http://localhost:5173/topic/negotiation--the-psychology-of-persuasion--t-gaslighting-at-the-table	Negotiation	The Psychology of Persuasion	free	2026-01-01T00:00:01.000Z
negotiation--the-psychology-of-persuasion--t-loss-aversion-losses-hurt-more-than-gains	Loss Aversion — Losses Hurt More Than Gains	A fast breakdown of Loss Aversion — Losses Hurt More Than Gains for builders.	http://localhost:5173/topic/negotiation--the-psychology-of-persuasion--t-loss-aversion-losses-hurt-more-than-gains	Negotiation	The Psychology of Persuasion	pro	2026-01-01T00:00:01.000Z
negotiation--the-psychology-of-persuasion--t-managing-your-own-anger	Managing Your Own Anger	A 1-minute de-risking session on Managing Your Own Anger.	http://localhost:5173/topic/negotiation--the-psychology-of-persuasion--t-managing-your-own-anger	Negotiation	The Psychology of Persuasion	pro	2026-01-01T00:00:01.000Z
negotiation--the-psychology-of-persuasion--t-manufactured-time-pressure	Manufactured Time Pressure	A 60-second lesson on Manufactured Time Pressure.	http://localhost:5173/topic/negotiation--the-psychology-of-persuasion--t-manufactured-time-pressure	Negotiation	The Psychology of Persuasion	pro	2026-01-01T00:00:01.000Z
negotiation--the-psychology-of-persuasion--t-mirroring-and-mimicry	Mirroring and Mimicry	A tiny lesson with a big payoff: Mirroring and Mimicry.	http://localhost:5173/topic/negotiation--the-psychology-of-persuasion--t-mirroring-and-mimicry	Negotiation	The Psychology of Persuasion	pro	2026-01-01T00:00:01.000Z
negotiation--the-psychology-of-persuasion--t-overconfidence-effect	Overconfidence Effect	A tiny lesson with a big payoff: Overconfidence Effect.	http://localhost:5173/topic/negotiation--the-psychology-of-persuasion--t-overconfidence-effect	Negotiation	The Psychology of Persuasion	pro	2026-01-01T00:00:01.000Z
negotiation--the-psychology-of-persuasion--t-priming-invisible-influence	Priming — Invisible Influence	One-minute skill: Priming — Invisible Influence.	http://localhost:5173/topic/negotiation--the-psychology-of-persuasion--t-priming-invisible-influence	Negotiation	The Psychology of Persuasion	pro	2026-01-01T00:00:01.000Z
negotiation--the-psychology-of-persuasion--t-reading-emotions-at-the-table	Reading Emotions at the Table	One-minute skill: Reading Emotions at the Table.	http://localhost:5173/topic/negotiation--the-psychology-of-persuasion--t-reading-emotions-at-the-table	Negotiation	The Psychology of Persuasion	free	2026-01-01T00:00:01.000Z
negotiation--the-psychology-of-persuasion--t-reciprocity-give-to-get	Reciprocity — Give to Get	Learn Reciprocity — Give to Get in one minute.	http://localhost:5173/topic/negotiation--the-psychology-of-persuasion--t-reciprocity-give-to-get	Negotiation	The Psychology of Persuasion	pro	2026-01-01T00:00:01.000Z
negotiation--the-psychology-of-persuasion--t-recognizing-and-resisting-manipulation	Recognizing and Resisting Manipulation	A tiny lesson with a big payoff: Recognizing and Resisting Manipulation.	http://localhost:5173/topic/negotiation--the-psychology-of-persuasion--t-recognizing-and-resisting-manipulation	Negotiation	The Psychology of Persuasion	pro	2026-01-01T00:00:01.000Z
negotiation--the-psychology-of-persuasion--t-scarcity-and-urgency	Scarcity and Urgency	A tiny lesson with a big payoff: Scarcity and Urgency.	http://localhost:5173/topic/negotiation--the-psychology-of-persuasion--t-scarcity-and-urgency	Negotiation	The Psychology of Persuasion	pro	2026-01-01T00:00:01.000Z
negotiation--the-psychology-of-persuasion--t-social-proof-manipulation	Social Proof Manipulation	A fast breakdown of Social Proof Manipulation for builders.	http://localhost:5173/topic/negotiation--the-psychology-of-persuasion--t-social-proof-manipulation	Negotiation	The Psychology of Persuasion	pro	2026-01-01T00:00:01.000Z
negotiation--the-psychology-of-persuasion--t-system-1-vs-system-2-thinking	System 1 vs. System 2 Thinking	A 1-minute de-risking session on System 1 vs. System 2 Thinking.	http://localhost:5173/topic/negotiation--the-psychology-of-persuasion--t-system-1-vs-system-2-thinking	Negotiation	The Psychology of Persuasion	free	2026-01-01T00:00:01.000Z
negotiation--the-psychology-of-persuasion--t-the-benjamin-franklin-effect	The Benjamin Franklin Effect	A quick win: understand The Benjamin Franklin Effect.	http://localhost:5173/topic/negotiation--the-psychology-of-persuasion--t-the-benjamin-franklin-effect	Negotiation	The Psychology of Persuasion	pro	2026-01-01T00:00:01.000Z
negotiation--the-psychology-of-persuasion--t-the-contrast-principle	The Contrast Principle	A 1-minute de-risking session on The Contrast Principle.	http://localhost:5173/topic/negotiation--the-psychology-of-persuasion--t-the-contrast-principle	Negotiation	The Psychology of Persuasion	pro	2026-01-01T00:00:01.000Z
negotiation--the-psychology-of-persuasion--t-the-decoy-effect	The Decoy Effect	A tiny lesson with a big payoff: The Decoy Effect.	http://localhost:5173/topic/negotiation--the-psychology-of-persuasion--t-the-decoy-effect	Negotiation	The Psychology of Persuasion	pro	2026-01-01T00:00:01.000Z
negotiation--the-psychology-of-persuasion--t-the-foot-in-the-door-technique	The Foot-in-the-Door Technique	Learn The Foot-in-the-Door Technique in one minute.	http://localhost:5173/topic/negotiation--the-psychology-of-persuasion--t-the-foot-in-the-door-technique	Negotiation	The Psychology of Persuasion	pro	2026-01-01T00:00:01.000Z
negotiation--the-psychology-of-persuasion--t-the-halo-effect	The Halo Effect	A quick win: understand The Halo Effect.	http://localhost:5173/topic/negotiation--the-psychology-of-persuasion--t-the-halo-effect	Negotiation	The Psychology of Persuasion	pro	2026-01-01T00:00:01.000Z
negotiation--the-psychology-of-persuasion--t-the-paradox-of-choice	The Paradox of Choice	A micro-lesson that makes The Paradox of Choice usable.	http://localhost:5173/topic/negotiation--the-psychology-of-persuasion--t-the-paradox-of-choice	Negotiation	The Psychology of Persuasion	pro	2026-01-01T00:00:01.000Z
negotiation--the-psychology-of-persuasion--t-the-power-of-labeling-emotions	The Power of Labeling Emotions	A 60-second lesson on The Power of Labeling Emotions.	http://localhost:5173/topic/negotiation--the-psychology-of-persuasion--t-the-power-of-labeling-emotions	Negotiation	The Psychology of Persuasion	pro	2026-01-01T00:00:01.000Z
negotiation--the-psychology-of-persuasion--t-the-role-of-dopamine-in-deals	The Role of Dopamine in Deals	Learn The Role of Dopamine in Deals in one minute.	http://localhost:5173/topic/negotiation--the-psychology-of-persuasion--t-the-role-of-dopamine-in-deals	Negotiation	The Psychology of Persuasion	pro	2026-01-01T00:00:01.000Z
negotiation--the-psychology-of-persuasion--t-the-science-of-first-impressions	The Science of First Impressions	A quick win: understand The Science of First Impressions.	http://localhost:5173/topic/negotiation--the-psychology-of-persuasion--t-the-science-of-first-impressions	Negotiation	The Psychology of Persuasion	free	2026-01-01T00:00:01.000Z
negotiation--the-psychology-of-persuasion--t-the-sunk-cost-trap	The Sunk Cost Trap	A short lesson to help you apply The Sunk Cost Trap.	http://localhost:5173/topic/negotiation--the-psychology-of-persuasion--t-the-sunk-cost-trap	Negotiation	The Psychology of Persuasion	pro	2026-01-01T00:00:01.000Z
negotiation--the-psychology-of-persuasion--t-using-anxiety-to-your-advantage	Using Anxiety to Your Advantage	A 60-second lesson on Using Anxiety to Your Advantage.	http://localhost:5173/topic/negotiation--the-psychology-of-persuasion--t-using-anxiety-to-your-advantage	Negotiation	The Psychology of Persuasion	pro	2026-01-01T00:00:01.000Z
negotiation--the-science-of-influence--t-algorithms-of-persuasion	Algorithms of Persuasion	A micro-lesson that makes Algorithms of Persuasion usable.	http://localhost:5173/topic/negotiation--the-science-of-influence--t-algorithms-of-persuasion	Negotiation	The Science of Influence	free	2026-01-01T00:00:01.000Z
negotiation--the-science-of-influence--t-authority-the-lab-coat-effect	Authority — The Lab Coat Effect	Learn Authority — The Lab Coat Effect in one minute.	http://localhost:5173/topic/negotiation--the-science-of-influence--t-authority-the-lab-coat-effect	Negotiation	The Science of Influence	pro	2026-01-01T00:00:01.000Z
negotiation--the-science-of-influence--t-building-influence-through-trust	Building Influence Through Trust	A tiny lesson with a big payoff: Building Influence Through Trust.	http://localhost:5173/topic/negotiation--the-science-of-influence--t-building-influence-through-trust	Negotiation	The Science of Influence	pro	2026-01-01T00:00:01.000Z
negotiation--the-science-of-influence--t-choice-overload-when-more-is-less	Choice Overload — When More Is Less	A micro-lesson that makes Choice Overload — When More Is Less usable.	http://localhost:5173/topic/negotiation--the-science-of-influence--t-choice-overload-when-more-is-less	Negotiation	The Science of Influence	pro	2026-01-01T00:00:01.000Z
negotiation--the-science-of-influence--t-coalition-building	Coalition Building	One-minute skill: Coalition Building.	http://localhost:5173/topic/negotiation--the-science-of-influence--t-coalition-building	Negotiation	The Science of Influence	pro	2026-01-01T00:00:01.000Z
negotiation--the-science-of-influence--t-commitment-and-consistency	Commitment and Consistency	A 60-second lesson on Commitment and Consistency.	http://localhost:5173/topic/negotiation--the-science-of-influence--t-commitment-and-consistency	Negotiation	The Science of Influence	pro	2026-01-01T00:00:01.000Z
negotiation--the-science-of-influence--t-dark-patterns-in-design	Dark Patterns in Design	A fast breakdown of Dark Patterns in Design for builders.	http://localhost:5173/topic/negotiation--the-science-of-influence--t-dark-patterns-in-design	Negotiation	The Science of Influence	pro	2026-01-01T00:00:01.000Z
negotiation--the-science-of-influence--t-defending-against-unethical-influence	Defending Against Unethical Influence	A 60-second lesson on Defending Against Unethical Influence.	http://localhost:5173/topic/negotiation--the-science-of-influence--t-defending-against-unethical-influence	Negotiation	The Science of Influence	pro	2026-01-01T00:00:01.000Z
negotiation--the-science-of-influence--t-groupthink-when-agreement-goes-wrong	Groupthink — When Agreement Goes Wrong	A quick, practical guide to Groupthink — When Agreement Goes Wrong.	http://localhost:5173/topic/negotiation--the-science-of-influence--t-groupthink-when-agreement-goes-wrong	Negotiation	The Science of Influence	free	2026-01-01T00:00:01.000Z
negotiation--the-science-of-influence--t-influence-that-lasts-generations	Influence That Lasts Generations	A fast breakdown of Influence That Lasts Generations for builders.	http://localhost:5173/topic/negotiation--the-science-of-influence--t-influence-that-lasts-generations	Negotiation	The Science of Influence	pro	2026-01-01T00:00:01.000Z
negotiation--the-science-of-influence--t-influence-through-data	Influence Through Data	A 60-second lesson on Influence Through Data.	http://localhost:5173/topic/negotiation--the-science-of-influence--t-influence-through-data	Negotiation	The Science of Influence	pro	2026-01-01T00:00:01.000Z
negotiation--the-science-of-influence--t-informed-consent-in-influence	Informed Consent in Influence	A quick win: understand Informed Consent in Influence.	http://localhost:5173/topic/negotiation--the-science-of-influence--t-informed-consent-in-influence	Negotiation	The Science of Influence	pro	2026-01-01T00:00:01.000Z
negotiation--the-science-of-influence--t-nudge-theory-designing-choices	Nudge Theory — Designing Choices	One-minute skill: Nudge Theory — Designing Choices.	http://localhost:5173/topic/negotiation--the-science-of-influence--t-nudge-theory-designing-choices	Negotiation	The Science of Influence	free	2026-01-01T00:00:01.000Z
negotiation--the-science-of-influence--t-online-reputation-as-leverage	Online Reputation as Leverage	A short lesson to help you apply Online Reputation as Leverage.	http://localhost:5173/topic/negotiation--the-science-of-influence--t-online-reputation-as-leverage	Negotiation	The Science of Influence	pro	2026-01-01T00:00:01.000Z
negotiation--the-science-of-influence--t-prospect-theory-and-risk	Prospect Theory and Risk	A 60-second lesson on Prospect Theory and Risk.	http://localhost:5173/topic/negotiation--the-science-of-influence--t-prospect-theory-and-risk	Negotiation	The Science of Influence	pro	2026-01-01T00:00:01.000Z
negotiation--the-science-of-influence--t-reciprocity-give-to-get	Reciprocity — Give to Get	A short lesson to help you apply Reciprocity — Give to Get.	http://localhost:5173/topic/negotiation--the-science-of-influence--t-reciprocity-give-to-get	Negotiation	The Science of Influence	free	2026-01-01T00:00:01.000Z
negotiation--the-science-of-influence--t-scarcity-the-fear-of-missing-out	Scarcity — The Fear of Missing Out	A tiny lesson with a big payoff: Scarcity — The Fear of Missing Out.	http://localhost:5173/topic/negotiation--the-science-of-influence--t-scarcity-the-fear-of-missing-out	Negotiation	The Science of Influence	pro	2026-01-01T00:00:01.000Z
negotiation--the-science-of-influence--t-social-proof-following-the-crowd	Social Proof — Following the Crowd	A short lesson to help you apply Social Proof — Following the Crowd.	http://localhost:5173/topic/negotiation--the-science-of-influence--t-social-proof-following-the-crowd	Negotiation	The Science of Influence	pro	2026-01-01T00:00:01.000Z
negotiation--the-science-of-influence--t-strategic-storytelling	Strategic Storytelling	A tiny lesson with a big payoff: Strategic Storytelling.	http://localhost:5173/topic/negotiation--the-science-of-influence--t-strategic-storytelling	Negotiation	The Science of Influence	pro	2026-01-01T00:00:01.000Z
negotiation--the-science-of-influence--t-tactical-use-of-deadlines	Tactical Use of Deadlines	A fast breakdown of Tactical Use of Deadlines for builders.	http://localhost:5173/topic/negotiation--the-science-of-influence--t-tactical-use-of-deadlines	Negotiation	The Science of Influence	pro	2026-01-01T00:00:01.000Z
negotiation--the-science-of-influence--t-the-asch-conformity-experiment	The Asch Conformity Experiment	A quick, practical guide to The Asch Conformity Experiment.	http://localhost:5173/topic/negotiation--the-science-of-influence--t-the-asch-conformity-experiment	Negotiation	The Science of Influence	pro	2026-01-01T00:00:01.000Z
